Date,Brent,USD_gold
2000-01-04,1.0999035822888081,0.13046364379084974
2000-01-05,1.0828450641548617,0.1251021241830066
2000-01-06,1.0702365942297711,0.11974060457516345
2000-01-07,1.0554031002002522,0.13352736928104592
2000-01-10,1.012385967514648,0.1309742647058827
2000-01-11,1.0984202328858563,0.1342933006535949
2000-01-12,1.1495957872876956,0.1342933006535949
2000-01-13,1.1703626789290218,0.13352736928104592
2000-01-14,1.2148631610175777,0.13965482026143805
2000-01-17,1.2512052213898985,0.1501225490196081
2000-01-18,1.2749388118371283,0.15242034313725505
2000-01-19,1.2645553660164652,0.1618668300653594
2000-01-20,1.2712304383297486,0.1641646241830068
2000-01-21,1.3394645108655348,0.16237745098039236
2000-01-24,1.3275977156419194,0.15956903594771243
2000-01-25,1.3439145590743902,0.16365400326797408
2000-01-26,1.3394645108655348,0.15293096405228757
2000-01-27,1.3194392939256843,0.15114379084967333
2000-01-28,1.2957057034784545,0.15727124183006547
2000-01-31,1.3320477638507753,0.13965482026143805
2000-02-01,1.3520729807906253,0.13812295751634007
2000-02-02,1.3372394867611068,0.1513991013071898
2000-02-03,1.370614848327524,0.1485906862745101
2000-02-04,1.3617147519098127,0.1925040849673203
2000-02-07,1.3958317881777056,0.2897773692810459
2000-02-08,1.3713565230289997,0.20578022875817004
2000-02-09,1.3587480531039091,0.26884191176470607
2000-02-10,1.3498479566861978,0.2708843954248368
2000-02-11,1.3869316917599943,0.2836499183006538
2000-02-14,1.402506860490989,0.26756535947712434
2000-02-15,1.4091819328042723,0.2466299019607845
2000-02-16,1.4084402581027962,0.23769403594771266
2000-02-17,1.3661648001186681,0.24918300653594794
2000-02-18,1.345397908477342,0.2430555555555558
2000-02-21,1.320922643328636,0.25173611111111116
2000-02-22,1.3424312096714384,0.23641748366013093
2000-02-23,1.3943484387747538,0.2351409313725492
2000-02-24,1.4158570051175556,0.21854575163398704
2000-02-25,1.4395905955647854,0.19429125816993476
2000-02-28,1.4521990654898764,0.18663194444444464
2000-02-29,1.4751909812356305,0.1925040849673203
2000-03-01,1.532299933249277,0.18867442810457513
2000-03-02,1.557516873099459,0.1733558006535949
2000-03-03,1.5360083067566568,0.1662071078431373
2000-03-06,1.554550174293555,0.1677389705882355
2000-03-07,1.6917599940666026,0.17258986928104592
2000-03-08,1.6531929095898543,0.17999387254901977
2000-03-09,1.4826077282503896,0.17641952614379108
2000-03-10,1.4722242824297265,0.17514297385620936
2000-03-13,1.4929911740710526,0.17718545751633985
2000-03-14,1.4618408366090634,0.16748366013071903
2000-03-15,1.402506860490989,0.16952614379084974
2000-03-16,1.398056812282133,0.16033496732026165
2000-03-17,1.390640065267374,0.142718545751634
2000-03-20,1.221538233330861,0.1521650326797388
2000-03-21,1.1725877030334497,0.1491013071895424
2000-03-22,1.2348883779574278,0.1626327614379086
2000-03-23,1.201513016391011,0.1470588235294119
2000-03-24,1.2326633538529999,0.14756944444444464
2000-03-27,1.1896462211673962,0.14399509803921573
2000-03-28,1.1629459319142623,0.12612336601307184
2000-03-29,1.0865534376622414,0.1215277777777779
2000-03-30,1.0991619075873325,0.10110294117647078
2000-03-31,1.102128606393236,0.10620915032679745
2000-04-03,1.1495957872876956,0.11003880718954262
2000-04-04,1.0487280278869688,0.10671977124183041
2000-04-05,1.0279611362456427,0.1294424019607845
2000-04-06,1.022027738633835,0.11948529411764741
2000-04-07,1.002002521693985,0.12357026143790861
2000-04-10,0.8870429429652155,0.1342933006535949
2000-04-11,0.8848179188607878,0.13556985294117663
2000-04-12,0.9107765334124452,0.12484681372549011
2000-04-13,1.0034858710969368,0.129953022875817
2000-04-14,0.9649187866201884,0.13301674836601318
2000-04-17,0.9701105095305199,0.13174019607843146
2000-04-18,1.004969220499889,0.12842116013071925
2000-04-19,1.0665282207223914,0.12969771241830097
2000-04-20,1.071719943632723,0.12203839869281063
2000-04-25,1.0561447749017283,0.12025122549019618
2000-04-26,1.022027738633835,0.10340073529411775
2000-04-27,1.034636208558926,0.1023794934640525
2000-04-28,1.0880367870651932,0.0975285947712421
2000-05-02,1.1577542090039308,0.09957107843137258
2000-05-03,1.1874211970629682,0.1003370098039218
2000-05-04,1.1822294741526367,0.12280433006535962
2000-05-05,1.1725877030334497,0.1266339869281048
2000-05-08,1.2541719201958021,0.11208129084967333
2000-05-09,1.303122450493214,0.10391135620915048
2000-05-10,1.2957057034784545,0.11054942810457535
2000-05-11,1.3424312096714384,0.10620915032679745
2000-05-12,1.3987984869836092,0.10569852941176472
2000-05-15,1.4195653786249354,0.0975285947712421
2000-05-16,1.458132463101684,0.1023794934640525
2000-05-17,1.4299488244455985,0.08757148692810479
2000-05-18,1.467032559519395,0.08603962418300681
2000-05-19,1.4751909812356305,0.08782679738562105
2000-05-22,1.4336571979529782,0.09216707516339873
2000-05-23,1.4091819328042723,0.0924223856209152
2000-05-24,1.4722242824297265,0.09063521241830075
2000-05-25,1.5204331380256622,0.08884803921568651
2000-05-26,1.5552918489950311,0.07838031045751648
2000-05-30,1.5404583549655122,0.08782679738562105
2000-05-31,1.521916487428614,0.08323120915032689
2000-06-01,1.5256248609359937,0.08450776143790861
2000-06-02,1.5004079210858121,0.1309742647058827
2000-06-05,1.420307053326411,0.1393995098039218
2000-06-06,1.4314321738485503,0.16569648692810457
2000-06-07,1.4240154268337908,0.1437397875816997
2000-06-08,1.499666246384336,0.1521650326797388
2000-06-09,1.4744493065341544,0.14527165032679745
2000-06-12,1.5560335236965068,0.14629289215686292
2000-06-13,1.5782837647407848,0.18152573529411775
2000-06-14,1.557516873099459,0.15931372549019618
2000-06-15,1.531558258547801,0.1605902777777779
2000-06-16,1.4507157160869246,0.17437704248366037
2000-06-19,1.3772899206408074,0.15293096405228757
2000-06-20,1.4640658607134913,0.15446282679738577
2000-06-21,1.601275680486539,0.15369689542483678
2000-06-22,1.5938589334717794,0.1618668300653594
2000-06-23,1.6242675962322926,0.15242034313725505
2000-06-26,1.6153674998145813,0.14348447712418322
2000-06-27,1.5834754876511163,0.1422079248366015
2000-06-28,1.63390936735148,0.16365400326797408
2000-06-29,1.6264926203367205,0.17258986928104592
2000-06-30,1.665801379514945,0.16441993464052285
2000-07-03,1.708076837499073,0.1618668300653594
2000-07-04,1.6027590298894907,0.15599468954248374
2000-07-05,1.5745753912334055,0.1577818627450982
2000-07-06,1.5983089816806353,0.1478247549019609
2000-07-07,1.5946006081732556,0.13735702614379108
2000-07-10,1.5916339093673515,0.1437397875816997
2000-07-11,1.5360083067566568,0.13735702614379108
2000-07-12,1.5686419936215978,0.12254901960784315
2000-07-13,1.63390936735148,0.12688929738562105
2000-07-14,1.609434102202774,0.12408088235294135
2000-07-17,1.432915523251502,0.13531454248366015
2000-07-18,1.4343988726544539,0.13684640522875835
2000-07-19,1.424757101535267,0.1187193627450982
2000-07-20,1.3891567158644222,0.11948529411764741
2000-07-21,1.3023807757917378,0.11922998366013093
2000-07-24,1.3142475710153527,0.1215277777777779
2000-07-25,1.235630052658904,0.12127246732026142
2000-07-26,1.246013498479567,0.11974060457516345
2000-07-27,1.2222799080323372,0.12203839869281063
2000-07-28,1.2489801972854706,0.1131025326797388
2000-07-31,1.2000296669880592,0.10620915032679745
2000-08-01,1.1955796187792034,0.11054942810457535
2000-08-02,1.311280872209449,0.11054942810457535
2000-08-03,1.3290810650448717,0.09982638888888906
2000-08-04,1.4010235110880371,0.09191176470588247
2000-08-07,1.36764814952162,0.0880821078431373
2000-08-08,1.3691314989245718,0.08757148692810479
2000-08-09,1.409923607505748,0.08195465686274517
2000-08-10,1.4729659571312026,0.08297589869281063
2000-08-11,1.5070829933990955,0.08552900326797386
2000-08-14,1.4922494993695765,0.09957107843137258
2000-08-15,1.5486167766817478,0.09293300653594772
2000-08-16,1.5233998368315658,0.10416666666666696
2000-08-17,1.601275680486539,0.10850694444444442
2000-08-18,1.6049840539939186,0.1003370098039218
2000-08-21,1.6480011866795228,0.09523080065359513
2000-08-22,1.5619669213083145,0.08910334967320255
2000-08-23,1.7251353556330198,0.08782679738562105
2000-08-24,1.6724764518282287,0.08501838235294135
2000-08-25,1.7904027293629015,0.09037990196078427
2000-08-28,1.7926277534673294,0.09037990196078427
2000-08-29,1.8475116813765484,0.09216707516339873
2000-08-30,1.854928428391308,0.08859272875817004
2000-08-31,1.925387525031521,0.10748570261437917
2000-09-01,1.9261291997329977,0.10748570261437917
2000-09-04,1.9951049469702595,0.10569852941176472
2000-09-05,1.9728547059259811,0.09727328431372562
2000-09-06,2.0455388266706227,0.09293300653594772
2000-09-07,2.0996810798783656,0.08552900326797386
2000-09-08,2.0136468145071578,0.08578431372549034
2000-09-11,2.0581472965957133,0.08476307189542509
2000-09-12,1.793369428168805,0.09548611111111116
2000-09-13,1.6287176444411484,0.08450776143790861
2000-09-14,1.6487428613809985,0.08757148692810479
2000-09-15,1.8215530668248907,0.08501838235294135
2000-09-18,1.8860787658532967,0.08706086601307206
2000-09-19,1.8067195727953718,0.0811887254901964
2000-09-20,1.820811392123415,0.07889093137254899
2000-09-21,1.7103018616035008,0.06918913398692816
2000-09-22,1.666543054216421,0.09191176470588247
2000-09-25,1.5493584513832235,0.08629493464052307
2000-09-26,1.544166728472892,0.09650735294117663
2000-09-27,1.532299933249277,0.10314542483660127
2000-09-28,1.467774234220871,0.104421977124183
